"seqnames"	"start"	"end"	"width"	"strand"	"site_reads"	"site_mean"	"block"
"chr18.12557498"	"chr18"	12557498	12557498	1	"*"	465	18.6	"chr18.166"
"chr18.12557512"	"chr18"	12557512	12557512	1	"*"	248	12.4	"chr18.166"
"chr18.12557513"	"chr18"	12557513	12557513	1	"*"	400	16	"chr18.166"
"chr18.12557556"	"chr18"	12557556	12557556	1	"*"	199	10.4736842105263	"chr18.166"
"chr18.12559353"	"chr18"	12559353	12559353	1	"*"	304	14.4761904761905	"chr18.167"
"chr18.12559358"	"chr18"	12559358	12559358	1	"*"	260	12.3809523809524	"chr18.167"
"chr18.12559361"	"chr18"	12559361	12559361	1	"*"	262	12.4761904761905	"chr18.167"
"chr18.12559364"	"chr18"	12559364	12559364	1	"*"	254	12.0952380952381	"chr18.167"
"chr18.12559371"	"chr18"	12559371	12559371	1	"*"	247	11.7619047619048	"chr18.167"
"chr18.12559584"	"chr18"	12559584	12559584	1	"*"	196	10.3157894736842	"chr18.167"
"chr18.12559587"	"chr18"	12559587	12559587	1	"*"	203	10.6842105263158	"chr18.167"
"chr18.12656977"	"chr18"	12656977	12656977	1	"*"	663	25.5	"chr18.168"
"chr18.12656978"	"chr18"	12656978	12656978	1	"*"	1763	67.8076923076923	"chr18.168"
"chr18.12657002"	"chr18"	12657002	12657002	1	"*"	779	29.9615384615385	"chr18.168"
"chr18.12657003"	"chr18"	12657003	12657003	1	"*"	1289	49.5769230769231	"chr18.168"
"chr18.12657007"	"chr18"	12657007	12657007	1	"*"	809	31.1153846153846	"chr18.168"
"chr18.12657008"	"chr18"	12657008	12657008	1	"*"	1106	42.5384615384615	"chr18.168"
"chr18.12657046"	"chr18"	12657046	12657046	1	"*"	926	35.6153846153846	"chr18.168"
"chr18.12657047"	"chr18"	12657047	12657047	1	"*"	605	24.2	"chr18.168"
"chr18.12657057"	"chr18"	12657057	12657057	1	"*"	987	37.9615384615385	"chr18.168"
"chr18.12657058"	"chr18"	12657058	12657058	1	"*"	483	19.32	"chr18.168"
"chr18.12657066"	"chr18"	12657066	12657066	1	"*"	922	35.4615384615385	"chr18.168"
"chr18.12657067"	"chr18"	12657067	12657067	1	"*"	414	16.56	"chr18.168"
"chr18.12657072"	"chr18"	12657072	12657072	1	"*"	928	35.6923076923077	"chr18.168"
"chr18.12657073"	"chr18"	12657073	12657073	1	"*"	376	15.04	"chr18.168"
"chr18.12657086"	"chr18"	12657086	12657086	1	"*"	934	35.9230769230769	"chr18.168"
"chr18.12657087"	"chr18"	12657087	12657087	1	"*"	282	11.75	"chr18.168"
"chr18.12657090"	"chr18"	12657090	12657090	1	"*"	902	34.6923076923077	"chr18.168"
"chr18.12657091"	"chr18"	12657091	12657091	1	"*"	251	10.9130434782609	"chr18.168"
"chr18.12657099"	"chr18"	12657099	12657099	1	"*"	868	33.3846153846154	"chr18.168"
"chr18.12657100"	"chr18"	12657100	12657100	1	"*"	225	9.78260869565217	"chr18.168"
"chr18.12657101"	"chr18"	12657101	12657101	1	"*"	871	33.5	"chr18.168"
"chr18.12657102"	"chr18"	12657102	12657102	1	"*"	220	9.56521739130435	"chr18.168"
"chr18.12657112"	"chr18"	12657112	12657112	1	"*"	832	32	"chr18.168"
"chr18.12657113"	"chr18"	12657113	12657113	1	"*"	183	8.71428571428571	"chr18.168"
"chr18.12657129"	"chr18"	12657129	12657129	1	"*"	713	27.4230769230769	"chr18.168"
"chr18.12657137"	"chr18"	12657137	12657137	1	"*"	674	25.9230769230769	"chr18.168"
"chr18.12657141"	"chr18"	12657141	12657141	1	"*"	666	25.6153846153846	"chr18.168"
"chr18.12657157"	"chr18"	12657157	12657157	1	"*"	553	21.2692307692308	"chr18.168"
"chr18.12657160"	"chr18"	12657160	12657160	1	"*"	536	20.6153846153846	"chr18.168"
"chr18.12657167"	"chr18"	12657167	12657167	1	"*"	483	18.5769230769231	"chr18.168"
"chr18.12657176"	"chr18"	12657176	12657176	1	"*"	411	17.125	"chr18.168"
"chr18.12657184"	"chr18"	12657184	12657184	1	"*"	368	16	"chr18.168"
"chr18.12657204"	"chr18"	12657204	12657204	1	"*"	290	13.1818181818182	"chr18.168"
"chr18.12657214"	"chr18"	12657214	12657214	1	"*"	246	12.3	"chr18.168"
"chr18.12657216"	"chr18"	12657216	12657216	1	"*"	238	12.5263157894737	"chr18.168"
"chr18.12657219"	"chr18"	12657219	12657219	1	"*"	231	12.1578947368421	"chr18.168"
"chr18.12657221"	"chr18"	12657221	12657221	1	"*"	228	12	"chr18.168"
"chr18.12773916"	"chr18"	12773916	12773916	1	"*"	250	11.9047619047619	"chr18.171"
"chr18.12773917"	"chr18"	12773917	12773917	1	"*"	194	10.2105263157895	"chr18.171"
"chr18.12773919"	"chr18"	12773919	12773919	1	"*"	278	12.6363636363636	"chr18.171"
"chr18.12773920"	"chr18"	12773920	12773920	1	"*"	212	10.6	"chr18.171"
"chr18.12774006"	"chr18"	12774006	12774006	1	"*"	480	19.2	"chr18.171"
"chr18.12774007"	"chr18"	12774007	12774007	1	"*"	628	24.1538461538462	"chr18.171"
"chr18.12774094"	"chr18"	12774094	12774094	1	"*"	309	14.0454545454545	"chr18.171"
"chr18.12774095"	"chr18"	12774095	12774095	1	"*"	439	18.2916666666667	"chr18.171"
"chr18.12774108"	"chr18"	12774108	12774108	1	"*"	269	12.8095238095238	"chr18.171"
"chr18.12775728"	"chr18"	12775728	12775728	1	"*"	219	10.4285714285714	"chr18.172"
"chr18.12775773"	"chr18"	12775773	12775773	1	"*"	306	13.304347826087	"chr18.172"
"chr18.12775785"	"chr18"	12775785	12775785	1	"*"	326	14.8181818181818	"chr18.172"
"chr18.12775813"	"chr18"	12775813	12775813	1	"*"	380	16.5217391304348	"chr18.172"
"chr18.12775814"	"chr18"	12775814	12775814	1	"*"	233	12.2631578947368	"chr18.172"
"chr18.12775842"	"chr18"	12775842	12775842	1	"*"	410	15.7692307692308	"chr18.172"
"chr18.12775843"	"chr18"	12775843	12775843	1	"*"	232	11.047619047619	"chr18.172"
"chr18.12775871"	"chr18"	12775871	12775871	1	"*"	351	15.2608695652174	"chr18.172"
"chr18.12775872"	"chr18"	12775872	12775872	1	"*"	249	10.375	"chr18.172"
"chr18.12775885"	"chr18"	12775885	12775885	1	"*"	367	15.9565217391304	"chr18.172"
"chr18.12775886"	"chr18"	12775886	12775886	1	"*"	250	10.8695652173913	"chr18.172"
"chr18.12775915"	"chr18"	12775915	12775915	1	"*"	297	15.6315789473684	"chr18.172"
"chr18.12775916"	"chr18"	12775916	12775916	1	"*"	273	13	"chr18.172"
"chr18.12775917"	"chr18"	12775917	12775917	1	"*"	300	14.2857142857143	"chr18.172"
"chr18.12775918"	"chr18"	12775918	12775918	1	"*"	263	12.5238095238095	"chr18.172"
"chr18.12776879"	"chr18"	12776879	12776879	1	"*"	214	10.1904761904762	"chr18.173"
"chr18.12776883"	"chr18"	12776883	12776883	1	"*"	218	10.3809523809524	"chr18.173"
"chr18.12776886"	"chr18"	12776886	12776886	1	"*"	233	10.5909090909091	"chr18.173"
"chr18.12776900"	"chr18"	12776900	12776900	1	"*"	254	11.5454545454545	"chr18.173"
"chr18.12776903"	"chr18"	12776903	12776903	1	"*"	258	11.7272727272727	"chr18.173"
"chr18.12776998"	"chr18"	12776998	12776998	1	"*"	268	11.6521739130435	"chr18.174"
"chr18.12776999"	"chr18"	12776999	12776999	1	"*"	411	17.125	"chr18.174"
"chr18.12777001"	"chr18"	12777001	12777001	1	"*"	275	11.9565217391304	"chr18.174"
"chr18.12777002"	"chr18"	12777002	12777002	1	"*"	411	16.44	"chr18.174"
"chr18.12777031"	"chr18"	12777031	12777031	1	"*"	371	16.1304347826087	"chr18.174"
"chr18.12777032"	"chr18"	12777032	12777032	1	"*"	450	18	"chr18.174"
"chr18.12777035"	"chr18"	12777035	12777035	1	"*"	379	16.4782608695652	"chr18.174"
"chr18.12777036"	"chr18"	12777036	12777036	1	"*"	452	17.3846153846154	"chr18.174"
"chr18.12777040"	"chr18"	12777040	12777040	1	"*"	397	16.5416666666667	"chr18.174"
"chr18.12777041"	"chr18"	12777041	12777041	1	"*"	460	17.6923076923077	"chr18.174"
"chr18.12777043"	"chr18"	12777043	12777043	1	"*"	404	16.16	"chr18.174"
"chr18.12777044"	"chr18"	12777044	12777044	1	"*"	450	17.3076923076923	"chr18.174"
"chr18.12777069"	"chr18"	12777069	12777069	1	"*"	511	20.44	"chr18.174"
"chr18.12777070"	"chr18"	12777070	12777070	1	"*"	479	19.16	"chr18.174"
"chr18.12777072"	"chr18"	12777072	12777072	1	"*"	523	20.1153846153846	"chr18.174"
"chr18.12777073"	"chr18"	12777073	12777073	1	"*"	490	19.6	"chr18.174"
"chr18.12777081"	"chr18"	12777081	12777081	1	"*"	564	21.6923076923077	"chr18.174"
"chr18.12777082"	"chr18"	12777082	12777082	1	"*"	509	20.36	"chr18.174"
"chr18.12777095"	"chr18"	12777095	12777095	1	"*"	627	24.1153846153846	"chr18.174"
"chr18.12777096"	"chr18"	12777096	12777096	1	"*"	499	19.96	"chr18.174"
"chr18.12777118"	"chr18"	12777118	12777118	1	"*"	641	24.6538461538462	"chr18.174"
"chr18.12777119"	"chr18"	12777119	12777119	1	"*"	401	16.7083333333333	"chr18.174"
"chr18.12777124"	"chr18"	12777124	12777124	1	"*"	610	23.4615384615385	"chr18.174"
"chr18.12777125"	"chr18"	12777125	12777125	1	"*"	377	15.7083333333333	"chr18.174"
"chr18.12777127"	"chr18"	12777127	12777127	1	"*"	600	23.0769230769231	"chr18.174"
"chr18.12777128"	"chr18"	12777128	12777128	1	"*"	373	15.5416666666667	"chr18.174"
"chr18.12777132"	"chr18"	12777132	12777132	1	"*"	592	22.7692307692308	"chr18.174"
"chr18.12777133"	"chr18"	12777133	12777133	1	"*"	357	14.875	"chr18.174"
"chr18.12777136"	"chr18"	12777136	12777136	1	"*"	571	21.9615384615385	"chr18.174"
"chr18.12777137"	"chr18"	12777137	12777137	1	"*"	340	14.1666666666667	"chr18.174"
"chr18.12777140"	"chr18"	12777140	12777140	1	"*"	565	21.7307692307692	"chr18.174"
"chr18.12777141"	"chr18"	12777141	12777141	1	"*"	322	14	"chr18.174"
"chr18.12777145"	"chr18"	12777145	12777145	1	"*"	564	21.6923076923077	"chr18.174"
"chr18.12777146"	"chr18"	12777146	12777146	1	"*"	316	13.1666666666667	"chr18.174"
"chr18.12777158"	"chr18"	12777158	12777158	1	"*"	522	20.0769230769231	"chr18.174"
"chr18.12777159"	"chr18"	12777159	12777159	1	"*"	268	14.1052631578947	"chr18.174"
"chr18.12777177"	"chr18"	12777177	12777177	1	"*"	482	19.28	"chr18.174"
"chr18.12777178"	"chr18"	12777178	12777178	1	"*"	286	13	"chr18.174"
"chr18.12777194"	"chr18"	12777194	12777194	1	"*"	442	17.68	"chr18.174"
"chr18.12777195"	"chr18"	12777195	12777195	1	"*"	254	12.0952380952381	"chr18.174"
"chr18.12777200"	"chr18"	12777200	12777200	1	"*"	428	17.8333333333333	"chr18.174"
"chr18.12777201"	"chr18"	12777201	12777201	1	"*"	241	12.05	"chr18.174"
"chr18.12777203"	"chr18"	12777203	12777203	1	"*"	415	17.2916666666667	"chr18.174"
"chr18.12777204"	"chr18"	12777204	12777204	1	"*"	237	11.85	"chr18.174"
"chr18.12777207"	"chr18"	12777207	12777207	1	"*"	409	16.36	"chr18.174"
"chr18.12777208"	"chr18"	12777208	12777208	1	"*"	223	11.15	"chr18.174"
"chr18.12777222"	"chr18"	12777222	12777222	1	"*"	330	14.3478260869565	"chr18.174"
"chr18.12777223"	"chr18"	12777223	12777223	1	"*"	191	10.0526315789474	"chr18.174"
"chr18.12777248"	"chr18"	12777248	12777248	1	"*"	256	13.4736842105263	"chr18.174"
"chr18.12777264"	"chr18"	12777264	12777264	1	"*"	218	11.4736842105263	"chr18.174"
"chr18.12777280"	"chr18"	12777280	12777280	1	"*"	162	8.52631578947368	"chr18.174"
"chr18.12777712"	"chr18"	12777712	12777712	1	"*"	207	10.8947368421053	"chr18.175"
"chr18.12777727"	"chr18"	12777727	12777727	1	"*"	240	11.4285714285714	"chr18.175"
"chr18.12777730"	"chr18"	12777730	12777730	1	"*"	248	11.8095238095238	"chr18.175"
"chr18.12777752"	"chr18"	12777752	12777752	1	"*"	286	11.9166666666667	"chr18.175"
"chr18.12777768"	"chr18"	12777768	12777768	1	"*"	324	13.5	"chr18.175"
"chr18.12777776"	"chr18"	12777776	12777776	1	"*"	341	14.2083333333333	"chr18.175"
"chr18.12777788"	"chr18"	12777788	12777788	1	"*"	344	14.3333333333333	"chr18.175"
"chr18.12777796"	"chr18"	12777796	12777796	1	"*"	345	15	"chr18.175"
"chr18.12777809"	"chr18"	12777809	12777809	1	"*"	353	14.7083333333333	"chr18.175"
"chr18.12777829"	"chr18"	12777829	12777829	1	"*"	335	15.2272727272727	"chr18.175"
"chr18.12777846"	"chr18"	12777846	12777846	1	"*"	300	13.0434782608696	"chr18.175"
"chr18.12777852"	"chr18"	12777852	12777852	1	"*"	300	13.0434782608696	"chr18.175"
"chr18.12777864"	"chr18"	12777864	12777864	1	"*"	270	12.2727272727273	"chr18.175"
"chr18.12777876"	"chr18"	12777876	12777876	1	"*"	244	10.6086956521739	"chr18.175"
"chr18.12777892"	"chr18"	12777892	12777892	1	"*"	202	10.6315789473684	"chr18.175"
"chr18.12777907"	"chr18"	12777907	12777907	1	"*"	200	10	"chr18.175"
"chr18.12778031"	"chr18"	12778031	12778031	1	"*"	231	11.55	"chr18.176"
"chr18.12778039"	"chr18"	12778039	12778039	1	"*"	259	12.3333333333333	"chr18.176"
"chr18.12778043"	"chr18"	12778043	12778043	1	"*"	281	11.7083333333333	"chr18.176"
"chr18.12778049"	"chr18"	12778049	12778049	1	"*"	281	12.2173913043478	"chr18.176"
"chr18.12778054"	"chr18"	12778054	12778054	1	"*"	288	12.5217391304348	"chr18.176"
"chr18.12778069"	"chr18"	12778069	12778069	1	"*"	277	13.1904761904762	"chr18.176"
"chr18.12778076"	"chr18"	12778076	12778076	1	"*"	243	12.15	"chr18.176"
"chr18.12778085"	"chr18"	12778085	12778085	1	"*"	231	12.1578947368421	"chr18.176"
"chr18.12896896"	"chr18"	12896896	12896896	1	"*"	230	9.58333333333333	"chr18.178"
"chr18.12896907"	"chr18"	12896907	12896907	1	"*"	249	9.96	"chr18.178"
"chr18.12896926"	"chr18"	12896926	12896926	1	"*"	277	11.08	"chr18.178"
"chr18.12896929"	"chr18"	12896929	12896929	1	"*"	274	10.96	"chr18.178"
"chr18.12896943"	"chr18"	12896943	12896943	1	"*"	304	12.16	"chr18.178"
"chr18.12896950"	"chr18"	12896950	12896950	1	"*"	316	12.1538461538462	"chr18.178"
"chr18.12896952"	"chr18"	12896952	12896952	1	"*"	321	12.3461538461538	"chr18.178"
"chr18.12896975"	"chr18"	12896975	12896975	1	"*"	268	10.72	"chr18.178"
"chr18.12896985"	"chr18"	12896985	12896985	1	"*"	256	9.84615384615385	"chr18.178"
"chr18.12896990"	"chr18"	12896990	12896990	1	"*"	239	9.56	"chr18.178"
"chr18.12897007"	"chr18"	12897007	12897007	1	"*"	173	9.10526315789474	"chr18.178"
"chr18.12897014"	"chr18"	12897014	12897014	1	"*"	154	8.10526315789474	"chr18.178"
"chr18.12911455"	"chr18"	12911455	12911455	1	"*"	287	13.6666666666667	"chr18.179"
"chr18.12911457"	"chr18"	12911457	12911457	1	"*"	432	17.28	"chr18.179"
"chr18.12911458"	"chr18"	12911458	12911458	1	"*"	269	12.8095238095238	"chr18.179"
"chr18.12911463"	"chr18"	12911463	12911463	1	"*"	412	16.48	"chr18.179"
"chr18.12911464"	"chr18"	12911464	12911464	1	"*"	255	12.75	"chr18.179"
"chr18.12911465"	"chr18"	12911465	12911465	1	"*"	416	16.64	"chr18.179"
"chr18.12911702"	"chr18"	12911702	12911702	1	"*"	497	19.88	"chr18.180"
"chr18.12911703"	"chr18"	12911703	12911703	1	"*"	462	18.48	"chr18.180"
"chr18.12911712"	"chr18"	12911712	12911712	1	"*"	504	20.16	"chr18.180"
"chr18.12911713"	"chr18"	12911713	12911713	1	"*"	483	18.5769230769231	"chr18.180"
"chr18.12911721"	"chr18"	12911721	12911721	1	"*"	498	19.92	"chr18.180"
"chr18.12911722"	"chr18"	12911722	12911722	1	"*"	486	18.6923076923077	"chr18.180"
"chr18.12911728"	"chr18"	12911728	12911728	1	"*"	476	19.8333333333333	"chr18.180"
"chr18.12911729"	"chr18"	12911729	12911729	1	"*"	483	18.5769230769231	"chr18.180"
"chr18.12948638"	"chr18"	12948638	12948638	1	"*"	313	12.52	"chr18.182"
"chr18.12948651"	"chr18"	12948651	12948651	1	"*"	736	28.3076923076923	"chr18.182"
"chr18.12948652"	"chr18"	12948652	12948652	1	"*"	323	12.92	"chr18.182"
"chr18.12948654"	"chr18"	12948654	12948654	1	"*"	740	28.4615384615385	"chr18.182"
"chr18.12948655"	"chr18"	12948655	12948655	1	"*"	336	13.44	"chr18.182"
"chr18.12948687"	"chr18"	12948687	12948687	1	"*"	726	27.9230769230769	"chr18.182"
"chr18.12948688"	"chr18"	12948688	12948688	1	"*"	402	15.4615384615385	"chr18.182"
"chr18.12948718"	"chr18"	12948718	12948718	1	"*"	709	27.2692307692308	"chr18.182"
"chr18.12948719"	"chr18"	12948719	12948719	1	"*"	399	15.96	"chr18.182"
"chr18.12948721"	"chr18"	12948721	12948721	1	"*"	698	27.92	"chr18.182"
"chr18.13222525"	"chr18"	13222525	13222525	1	"*"	607	24.28	"chr18.187"
"chr18.13222526"	"chr18"	13222526	13222526	1	"*"	494	19	"chr18.187"
"chr18.13222539"	"chr18"	13222539	13222539	1	"*"	768	30.72	"chr18.187"
"chr18.13222540"	"chr18"	13222540	13222540	1	"*"	645	24.8076923076923	"chr18.187"
"chr18.13222554"	"chr18"	13222554	13222554	1	"*"	867	33.3461538461538	"chr18.187"
"chr18.13222555"	"chr18"	13222555	13222555	1	"*"	709	27.2692307692308	"chr18.187"
"chr18.13222567"	"chr18"	13222567	13222567	1	"*"	873	33.5769230769231	"chr18.187"
"chr18.13222568"	"chr18"	13222568	13222568	1	"*"	759	29.1923076923077	"chr18.187"
"chr18.13222570"	"chr18"	13222570	13222570	1	"*"	868	33.3846153846154	"chr18.187"
"chr18.13222571"	"chr18"	13222571	13222571	1	"*"	786	30.2307692307692	"chr18.187"
"chr18.13222574"	"chr18"	13222574	13222574	1	"*"	880	33.8461538461538	"chr18.187"
"chr18.13222575"	"chr18"	13222575	13222575	1	"*"	800	30.7692307692308	"chr18.187"
"chr18.13222582"	"chr18"	13222582	13222582	1	"*"	875	33.6538461538462	"chr18.187"
"chr18.13222583"	"chr18"	13222583	13222583	1	"*"	832	32	"chr18.187"
"chr18.13222585"	"chr18"	13222585	13222585	1	"*"	894	34.3846153846154	"chr18.187"
"chr18.13222586"	"chr18"	13222586	13222586	1	"*"	843	32.4230769230769	"chr18.187"
"chr18.13222614"	"chr18"	13222614	13222614	1	"*"	861	33.1153846153846	"chr18.187"
"chr18.13222615"	"chr18"	13222615	13222615	1	"*"	805	30.9615384615385	"chr18.187"
"chr18.13222634"	"chr18"	13222634	13222634	1	"*"	836	32.1538461538462	"chr18.187"
"chr18.13222635"	"chr18"	13222635	13222635	1	"*"	734	28.2307692307692	"chr18.187"
"chr18.13222653"	"chr18"	13222653	13222653	1	"*"	785	30.1923076923077	"chr18.187"
"chr18.13222654"	"chr18"	13222654	13222654	1	"*"	608	23.3846153846154	"chr18.187"
"chr18.13222658"	"chr18"	13222658	13222658	1	"*"	767	29.5	"chr18.187"
"chr18.13222659"	"chr18"	13222659	13222659	1	"*"	537	21.48	"chr18.187"
"chr18.13263164"	"chr18"	13263164	13263164	1	"*"	211	10.55	"chr18.188"
"chr18.13263190"	"chr18"	13263190	13263190	1	"*"	239	12.5789473684211	"chr18.188"
"chr18.13263193"	"chr18"	13263193	13263193	1	"*"	202	10.1	"chr18.188"
"chr18.13263209"	"chr18"	13263209	13263209	1	"*"	214	11.2631578947368	"chr18.188"
"chr18.13263210"	"chr18"	13263210	13263210	1	"*"	265	13.9473684210526	"chr18.188"
"chr18.13263223"	"chr18"	13263223	13263223	1	"*"	206	9.80952380952381	"chr18.188"
"chr18.13263224"	"chr18"	13263224	13263224	1	"*"	259	13.6315789473684	"chr18.188"
"chr18.13263239"	"chr18"	13263239	13263239	1	"*"	195	9.28571428571429	"chr18.188"
"chr18.13263240"	"chr18"	13263240	13263240	1	"*"	251	11.952380952381	"chr18.188"
"chr18.13263243"	"chr18"	13263243	13263243	1	"*"	204	9.71428571428571	"chr18.188"
"chr18.13263244"	"chr18"	13263244	13263244	1	"*"	233	11.65	"chr18.188"
"chr18.13263251"	"chr18"	13263251	13263251	1	"*"	190	10	"chr18.188"
"chr18.13263252"	"chr18"	13263252	13263252	1	"*"	217	10.85	"chr18.188"
"chr18.13263260"	"chr18"	13263260	13263260	1	"*"	204	9.27272727272727	"chr18.188"
"chr18.13263261"	"chr18"	13263261	13263261	1	"*"	191	9.55	"chr18.188"
"chr18.13263271"	"chr18"	13263271	13263271	1	"*"	195	10.2631578947368	"chr18.188"
"chr18.13502004"	"chr18"	13502004	13502004	1	"*"	728	28	"chr18.189"
"chr18.13502005"	"chr18"	13502005	13502005	1	"*"	246	10.25	"chr18.189"
"chr18.13502015"	"chr18"	13502015	13502015	1	"*"	795	30.5769230769231	"chr18.189"
"chr18.13502016"	"chr18"	13502016	13502016	1	"*"	256	11.1304347826087	"chr18.189"
"chr18.13502054"	"chr18"	13502054	13502054	1	"*"	992	38.1538461538462	"chr18.189"
"chr18.13502055"	"chr18"	13502055	13502055	1	"*"	474	18.2307692307692	"chr18.189"
"chr18.13502065"	"chr18"	13502065	13502065	1	"*"	1021	39.2692307692308	"chr18.189"
"chr18.13502066"	"chr18"	13502066	13502066	1	"*"	509	19.5769230769231	"chr18.189"
"chr18.13502067"	"chr18"	13502067	13502067	1	"*"	999	38.4230769230769	"chr18.189"
"chr18.13502068"	"chr18"	13502068	13502068	1	"*"	515	19.8076923076923	"chr18.189"
"chr18.13502082"	"chr18"	13502082	13502082	1	"*"	970	37.3076923076923	"chr18.189"
"chr18.13502083"	"chr18"	13502083	13502083	1	"*"	532	20.4615384615385	"chr18.189"
"chr18.13502131"	"chr18"	13502131	13502131	1	"*"	559	22.36	"chr18.189"
"chr18.13502132"	"chr18"	13502132	13502132	1	"*"	313	13.0416666666667	"chr18.189"
"chr18.13611340"	"chr18"	13611340	13611340	1	"*"	517	19.8846153846154	"chr18.190"
"chr18.13611341"	"chr18"	13611341	13611341	1	"*"	613	23.5769230769231	"chr18.190"
"chr18.13611371"	"chr18"	13611371	13611371	1	"*"	605	23.2692307692308	"chr18.190"
"chr18.13611372"	"chr18"	13611372	13611372	1	"*"	802	30.8461538461538	"chr18.190"
"chr18.13611401"	"chr18"	13611401	13611401	1	"*"	687	26.4230769230769	"chr18.190"
"chr18.13611402"	"chr18"	13611402	13611402	1	"*"	933	35.8846153846154	"chr18.190"
"chr18.13611410"	"chr18"	13611410	13611410	1	"*"	721	27.7307692307692	"chr18.190"
"chr18.13611411"	"chr18"	13611411	13611411	1	"*"	1005	38.6538461538462	"chr18.190"
"chr18.13611431"	"chr18"	13611431	13611431	1	"*"	740	28.4615384615385	"chr18.190"
"chr18.13611432"	"chr18"	13611432	13611432	1	"*"	1130	43.4615384615385	"chr18.190"
"chr18.13611440"	"chr18"	13611440	13611440	1	"*"	743	28.5769230769231	"chr18.190"
"chr18.13611441"	"chr18"	13611441	13611441	1	"*"	1165	44.8076923076923	"chr18.190"
"chr18.13611482"	"chr18"	13611482	13611482	1	"*"	594	22.8461538461538	"chr18.190"
"chr18.13611483"	"chr18"	13611483	13611483	1	"*"	1040	40	"chr18.190"
"chr18.13611490"	"chr18"	13611490	13611490	1	"*"	574	22.0769230769231	"chr18.190"
"chr18.13611491"	"chr18"	13611491	13611491	1	"*"	937	36.0384615384615	"chr18.190"
"chr18.13611533"	"chr18"	13611533	13611533	1	"*"	505	19.4230769230769	"chr18.190"
"chr18.13611534"	"chr18"	13611534	13611534	1	"*"	330	15.7142857142857	"chr18.190"
"chr18.13611806"	"chr18"	13611806	13611806	1	"*"	395	16.4583333333333	"chr18.191"
"chr18.13611808"	"chr18"	13611808	13611808	1	"*"	384	16.695652173913	"chr18.191"
"chr18.13611825"	"chr18"	13611825	13611825	1	"*"	416	18.0869565217391	"chr18.191"
"chr18.13611826"	"chr18"	13611826	13611826	1	"*"	251	10.9130434782609	"chr18.191"
"chr18.13611839"	"chr18"	13611839	13611839	1	"*"	452	17.3846153846154	"chr18.191"
"chr18.13611840"	"chr18"	13611840	13611840	1	"*"	283	11.7916666666667	"chr18.191"
"chr18.13611859"	"chr18"	13611859	13611859	1	"*"	451	18.04	"chr18.191"
"chr18.13611860"	"chr18"	13611860	13611860	1	"*"	272	11.8260869565217	"chr18.191"
"chr18.13611872"	"chr18"	13611872	13611872	1	"*"	424	16.96	"chr18.191"
"chr18.13641713"	"chr18"	13641713	13641713	1	"*"	193	9.65	"chr18.192"
"chr18.13641716"	"chr18"	13641716	13641716	1	"*"	202	10.1	"chr18.192"
"chr18.13641737"	"chr18"	13641737	13641737	1	"*"	216	10.8	"chr18.192"
"chr18.13641742"	"chr18"	13641742	13641742	1	"*"	223	11.15	"chr18.192"
"chr18.13641754"	"chr18"	13641754	13641754	1	"*"	246	12.3	"chr18.192"
"chr18.13641761"	"chr18"	13641761	13641761	1	"*"	255	12.75	"chr18.192"
"chr18.13641768"	"chr18"	13641768	13641768	1	"*"	266	13.3	"chr18.192"
