"UC_0773"	"NN_0141"	"NN_0155"	"UC_0854"	"UC_0387"	"UC_0366"	"UC_0703"	"UC_0288"	"UC_0912"	"UC_0895"	"NN_0809"	"NN_0681"	"NN_0762"	"NN_0643"	"UC_0297"	"NN_0477"	"NN_0504"	"NN_0662"	"UC_0765"	"UC_0524"	"UC_0423"	"UC_0426"	"UC_0157"	"UC_0508"	"UC_0813"	"UC_0994"
"chr18.811511"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"chr18.811517"	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0
"chr18.811518"	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.811533"	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"chr18.811534"	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"chr18.811545"	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"chr18.811546"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.811605"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.811606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"chr18.812529"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.812543"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.812579"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.812881"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"chr18.812883"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.812890"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0
"chr18.812896"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"chr18.812926"	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
"chr18.812927"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.812929"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0
"chr18.812930"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.812940"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"chr18.812941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"chr18.812946"	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1
"chr18.812947"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.812961"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
"chr18.812962"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.813012"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"chr18.813013"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.813026"	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	1	2	0
"chr18.813027"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
"chr18.813038"	0	2	0	1	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	1	0	1	0	2	0	0
"chr18.813039"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"chr18.813058"	0	0	3	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	2	0	0	3	0	1
"chr18.813059"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
"chr18.813100"	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	2	0	0
"chr18.813101"	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0
"chr18.813121"	0	1	2	2	1	1	0	2	1	3	2	2	3	1	0	3	1	3	0	13	0	0	1	0	0	3
"chr18.813122"	0	0	4	2	1	0	1	3	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1
"chr18.813183"	0	3	3	3	0	1	2	4	0	1	2	2	0	0	4	1	2	5	3	4	0	2	0	1	0	0
"chr18.814875"	6	8	10	11	6	9	10	18	3	10	11	15	18	15	5	14	20	6	7	11	12	10	14	11	4	8
"chr18.814876"	20	15	15	18	11	12	10	24	13	25	19	13	21	21	16	13	36	45	31	18	35	19	21	43	23	21
"chr18.832186"	0	0	0	3	0	0	0	2	1	2	1	0	1	2	0	1	0	4	1	4	3	2	3	1	0	0
"chr18.832205"	1	0	1	2	0	0	0	3	1	0	0	1	2	1	0	1	0	4	1	3	4	2	0	1	0	0
"chr18.832216"	1	0	1	0	0	0	0	1	0	2	0	1	0	1	0	0	1	1	1	3	5	2	0	1	0	0
"chr18.832233"	1	0	1	2	0	0	0	1	1	0	0	1	0	0	0	2	1	5	2	1	4	1	0	0	0	1
"chr18.841885"	5	4	6	10	6	0	5	5	0	3	10	3	4	2	4	9	2	7	1	1	0	0	0	1	0	0
"chr18.841894"	5	5	5	12	6	2	4	4	0	4	10	5	2	2	2	7	10	5	1	1	0	0	0	1	0	0
"chr18.841908"	2	2	2	5	4	2	4	3	0	3	6	3	2	1	3	2	10	3	3	0	0	1	0	1	0	0
"chr18.841920"	4	5	3	6	1	1	2	8	1	4	5	2	5	3	4	7	8	3	2	0	2	1	0	2	0	2
"chr18.841958"	1	2	4	4	4	2	1	4	0	6	5	2	2	4	1	4	4	4	2	0	2	0	0	1	0	2
"chr18.841981"	0	4	3	4	4	2	2	1	1	7	3	2	4	3	0	5	8	6	1	0	1	0	0	0	0	4
"chr18.841986"	0	1	0	3	1	2	1	0	1	3	3	1	2	3	0	1	4	2	0	1	0	0	0	0	0	0
"chr18.900971"	21	12	16	29	17	16	5	36	6	28	34	40	17	32	18	39	57	43	41	50	56	38	31	38	16	41
"chr18.900972"	26	27	14	42	18	12	15	37	15	27	54	52	25	26	20	31	67	64	45	26	23	21	22	38	22	19
"chr18.900978"	25	15	18	27	15	16	10	42	10	30	36	34	37	37	24	57	56	50	44	57	59	42	32	41	15	48
"chr18.900979"	32	27	16	41	22	15	16	46	13	32	51	58	50	31	34	44	68	59	47	33	37	28	21	32	30	23
"chr18.903659"	1	1	5	0	2	0	0	2	3	3	0	1	1	1	0	5	3	4	0	0	1	0	0	1	0	0
"chr18.903677"	3	2	4	2	2	0	1	2	4	5	1	1	3	1	0	4	5	3	2	0	2	0	0	3	0	0
"chr18.903678"	0	3	2	1	0	4	0	2	1	3	0	0	3	1	0	2	0	0	0	2	6	0	0	2	0	1
"chr18.903685"	1	6	0	2	0	0	3	0	2	0	1	1	1	0	2	5	8	2	1	0	2	2	1	1	0	1
"chr18.903686"	2	2	1	2	1	3	0	0	1	3	0	1	2	4	0	1	1	0	0	0	3	1	0	1	0	1
"chr18.903690"	2	0	4	0	1	0	2	3	1	2	1	0	4	1	0	3	0	2	0	0	0	0	0	0	0	0
"chr18.903691"	0	1	1	0	0	0	0	2	2	0	0	0	2	1	0	1	1	0	0	0	0	0	0	2	0	2
"chr18.903747"	2	3	13	5	0	1	1	5	1	6	7	6	8	2	8	4	3	9	2	1	1	2	0	3	1	1
"chr18.903748"	2	5	4	4	3	1	2	4	3	2	2	3	2	5	0	5	4	7	4	7	15	6	2	7	2	7
"chr18.903763"	1	1	1	1	0	2	1	2	0	0	1	1	2	0	7	2	0	3	2	0	1	0	0	3	2	0
"chr18.903764"	2	1	0	2	1	4	0	1	0	2	1	2	1	2	1	0	4	3	1	2	2	8	0	1	0	5
"chr18.903798"	0	3	9	2	0	0	0	2	1	1	3	3	1	1	0	1	11	4	4	1	0	0	1	2	2	1
"chr18.903799"	2	2	4	0	0	4	0	2	3	2	2	7	9	4	1	7	6	3	0	2	2	1	3	1	4	11
"chr18.903815"	0	5	4	2	2	2	2	4	3	3	7	11	4	1	2	9	19	5	3	1	0	2	2	4	3	2
"chr18.903816"	2	13	9	5	1	6	1	14	3	1	7	17	17	6	1	7	18	15	2	5	16	2	0	9	1	14
"chr18.903822"	1	3	10	2	4	2	1	4	3	2	4	5	6	3	0	6	12	3	4	0	0	1	1	5	3	1
"chr18.903823"	3	9	12	5	0	5	0	10	2	5	5	9	10	8	5	4	9	10	2	8	9	1	0	8	3	13
"chr18.903824"	0	3	10	3	2	2	0	2	0	0	3	4	4	1	0	7	9	4	4	0	0	1	0	4	1	1
"chr18.903825"	4	3	5	1	0	3	0	6	1	0	3	10	8	7	1	1	10	8	1	0	3	2	1	4	0	11
"chr18.903829"	0	2	5	2	2	1	1	7	2	6	2	5	8	3	0	7	16	3	6	0	2	2	0	3	3	1
"chr18.903830"	2	9	11	3	3	4	1	8	5	3	5	10	7	5	2	4	15	9	3	4	13	2	2	9	2	11
"chr18.903877"	0	0	2	2	2	0	0	1	1	1	2	0	1	2	2	0	5	2	0	2	0	1	0	4	0	0
"chr18.903878"	1	4	3	1	0	0	0	1	1	0	0	2	0	0	0	1	3	5	0	1	0	1	0	6	0	2
"chr18.904477"	3	0	6	4	1	2	3	2	0	3	3	7	6	3	7	5	7	5	1	4	3	6	3	6	6	4
"chr18.904478"	0	2	8	2	0	3	4	8	0	3	4	2	3	4	2	4	9	11	6	3	3	5	6	3	0	3
"chr18.904491"	2	2	4	1	1	1	0	0	0	4	3	9	4	1	1	6	3	4	1	3	1	4	3	4	2	3
"chr18.904492"	2	2	6	1	0	5	1	6	0	4	1	2	5	5	1	3	4	9	4	0	1	0	2	3	0	3
"chr18.904522"	0	1	3	1	2	0	0	1	0	2	2	6	5	2	1	4	4	1	0	3	1	3	5	2	2	4
"chr18.904523"	3	3	4	4	0	5	0	2	2	3	2	0	4	4	2	1	18	4	4	6	1	1	5	2	1	9
"chr18.904541"	2	1	3	0	2	1	0	1	0	1	1	3	2	0	10	1	0	0	0	6	2	0	2	3	2	0
"chr18.904542"	0	2	3	1	1	0	1	3	1	1	0	1	6	1	0	0	15	8	2	3	0	2	2	4	2	4
"chr18.904560"	1	1	1	2	3	2	1	1	1	3	10	2	3	1	4	2	7	3	2	6	4	5	3	4	6	4
"chr18.904561"	2	4	7	6	1	0	3	7	2	1	3	3	7	4	3	4	18	9	4	8	1	8	5	3	3	4
"chr18.904578"	2	1	0	1	0	2	1	1	3	3	10	4	4	0	2	5	12	1	0	4	2	3	0	4	1	2
"chr18.904579"	2	2	5	4	1	0	0	8	0	3	5	2	9	2	1	4	27	13	6	7	0	1	6	6	4	9
"chr18.904589"	1	1	0	0	0	2	0	1	2	1	5	1	2	0	1	4	0	0	2	2	2	2	0	2	0	1
"chr18.904590"	0	1	5	0	1	0	1	4	0	1	3	1	5	5	0	0	13	7	1	1	0	1	1	1	0	1
"chr18.904603"	2	0	2	2	0	0	1	0	1	0	5	1	6	0	1	3	0	2	0	0	1	3	0	2	2	2
"chr18.904604"	0	0	3	3	1	1	0	2	0	0	3	2	6	1	0	6	10	13	1	1	0	1	0	0	0	0
"chr18.904606"	4	0	1	0	0	0	0	0	2	0	5	3	5	1	1	5	0	0	0	1	0	2	1	2	0	0
"chr18.904607"	1	0	0	0	1	1	0	3	0	1	2	1	4	3	0	0	14	7	0	1	0	1	0	0	0	0
"chr18.904609"	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1	5	0	0	0	1	0	1	0	1	2	2
"chr18.904610"	1	0	0	0	1	1	0	2	0	0	2	0	3	1	0	0	12	4	1	1	0	1	0	0	0	0
"chr18.904617"	0	1	0	0	0	0	0	1	0	1	3	2	1	0	0	2	7	1	0	1	0	0	0	0	0	0
"chr18.904619"	2	1	0	1	1	0	0	1	0	0	1	2	2	3	0	2	11	4	4	0	0	1	2	1	0	0
"chr18.904812"	2	0	0	1	1	0	0	4	0	2	1	0	3	2	2	2	3	0	2	4	8	2	2	3	0	0
"chr18.904826"	2	0	2	1	0	2	1	5	1	2	3	0	1	4	2	2	5	2	2	4	11	2	0	6	0	3
"chr18.904833"	1	0	2	0	0	3	0	3	0	1	3	0	1	1	2	6	9	3	5	3	3	0	3	6	0	1
"chr18.904851"	1	2	9	1	0	4	0	3	0	3	7	1	2	4	4	6	6	3	10	2	7	5	5	12	5	7
"chr18.904852"	1	0	1	0	0	0	0	1	0	0	3	0	1	0	0	2	2	4	0	1	0	0	0	2	0	0
"chr18.904853"	1	0	8	1	0	4	1	0	0	2	5	1	2	3	1	2	7	3	5	2	1	3	4	12	5	5
"chr18.904877"	1	0	2	0	0	0	0	1	0	0	0	0	1	1	0	5	0	0	0	1	0	0	0	0	0	0
"chr18.904878"	0	0	0	2	0	0	1	0	0	1	3	1	1	1	1	1	3	2	0	1	0	1	1	6	0	2
"chr18.904884"	0	0	1	0	0	0	0	1	0	2	0	0	1	1	0	5	0	0	0	1	0	3	1	0	0	0
"chr18.904885"	0	0	0	2	1	2	1	1	1	0	2	1	1	1	0	4	2	5	0	2	0	0	0	1	0	2
"chr18.904891"	0	0	1	0	0	0	0	1	0	0	0	0	3	0	2	5	0	0	0	0	0	0	0	0	0	0
"chr18.904892"	0	0	1	1	0	0	1	1	1	0	3	1	1	0	0	4	4	5	4	0	0	0	0	3	2	2
"chr18.904898"	1	0	1	1	0	0	0	2	0	0	0	0	2	0	0	5	0	3	0	0	0	0	3	1	0	0
"chr18.904899"	0	0	5	0	0	1	1	1	0	0	2	0	0	1	1	2	2	3	2	0	0	0	0	4	1	2
"chr18.904919"	0	0	0	0	1	2	2	2	1	1	0	0	1	0	0	2	0	0	0	0	3	1	0	1	0	0
"chr18.904920"	0	0	5	0	0	0	1	1	1	2	1	0	0	0	0	1	2	4	2	0	2	0	0	1	3	1
"chr18.904931"	1	5	0	0	0	2	1	4	3	1	1	0	2	1	1	2	4	2	2	2	5	0	1	2	0	6
"chr18.904932"	2	1	8	1	1	2	1	4	1	4	3	2	1	4	3	2	4	5	4	6	2	0	9	7	5	0
"chr18.904952"	3	5	0	1	1	1	0	5	4	2	1	0	2	0	1	8	3	8	4	3	4	2	2	0	1	2
"chr18.904953"	0	3	6	3	0	1	0	2	1	2	5	0	4	1	4	1	5	3	4	5	0	2	4	6	5	0
"chr18.904959"	0	1	1	2	0	0	1	8	2	2	5	3	1	0	5	8	4	11	11	0	3	0	2	2	1	6
"chr18.904960"	4	2	8	0	0	3	0	3	1	4	8	4	4	4	4	2	5	5	6	7	1	3	3	4	5	1
"chr18.904962"	1	1	0	2	2	2	0	9	1	3	2	3	5	0	2	9	4	12	8	4	3	1	4	2	1	5
"chr18.904963"	1	3	5	4	0	4	0	5	3	4	8	3	5	0	4	2	6	3	8	4	1	5	5	4	5	4
"chr18.904972"	1	1	0	0	1	0	1	7	0	1	1	2	0	0	0	4	4	3	0	1	4	0	2	1	0	0
"chr18.904973"	2	0	7	0	1	3	2	2	0	4	2	3	4	0	2	3	8	4	1	0	1	0	2	2	0	0
"chr18.904988"	0	2	1	0	2	0	3	5	1	1	2	0	3	0	0	9	1	9	5	1	2	0	3	1	1	5
"chr18.904989"	2	4	8	3	1	1	1	5	2	2	5	5	6	0	0	2	8	6	0	4	0	0	0	5	2	2
"chr18.905006"	1	4	2	0	0	3	0	4	1	3	0	1	4	1	0	2	0	6	9	4	1	0	3	4	1	5
"chr18.905007"	2	1	6	3	1	2	1	4	1	1	4	2	6	4	6	7	12	7	1	5	9	5	2	6	1	12
"chr18.905015"	0	4	3	1	0	0	1	4	1	1	0	0	1	0	4	0	2	5	1	5	3	0	1	3	0	4
"chr18.905016"	3	2	5	3	0	1	1	2	2	2	5	4	1	1	1	1	2	1	0	2	4	0	2	5	2	1
"chr18.905018"	0	2	2	0	0	0	0	2	1	0	1	1	4	1	0	1	1	7	5	1	3	1	2	4	2	3
"chr18.905019"	2	1	5	1	0	2	2	2	3	4	5	5	1	1	1	4	3	3	7	3	3	2	1	6	1	6
"chr18.905045"	0	6	4	1	0	0	0	3	0	1	1	0	5	0	0	1	4	1	0	3	0	0	1	2	0	3
"chr18.905046"	3	3	4	2	0	0	1	2	0	3	1	0	6	1	0	6	4	1	0	5	5	5	1	13	1	2
"chr18.905087"	1	4	2	1	0	3	1	4	2	1	4	6	9	3	2	10	13	9	2	4	6	2	0	6	1	6
"chr18.905088"	3	4	6	3	1	1	1	4	2	3	8	4	7	4	0	7	5	5	6	2	1	1	3	10	1	6
"chr18.905091"	2	3	2	1	2	3	1	3	0	2	4	2	10	1	1	8	9	8	1	7	6	2	1	8	1	5
"chr18.905092"	3	4	7	5	0	2	0	4	0	3	4	4	9	3	0	7	4	6	0	4	2	2	7	11	0	7
"chr18.905100"	1	5	4	4	1	0	2	2	1	1	4	6	7	2	1	4	10	7	0	8	1	1	2	7	1	5
"chr18.905101"	0	4	5	3	0	3	2	7	1	6	4	7	11	2	0	10	5	3	2	6	1	3	3	10	0	11
"chr18.905116"	3	6	5	3	4	3	1	4	0	5	4	14	11	2	0	6	12	8	6	9	3	6	7	7	5	7
"chr18.905117"	4	6	9	8	5	3	6	17	3	9	12	13	12	5	2	16	8	4	9	18	2	1	9	18	2	14
"chr18.905126"	0	1	8	2	2	1	1	0	0	5	3	4	5	2	0	5	7	4	4	3	0	3	4	6	0	2
"chr18.905127"	2	6	4	2	1	3	2	7	3	6	5	9	6	2	1	8	9	5	0	12	0	1	6	17	1	5
"chr18.905128"	0	1	8	4	1	1	0	2	0	3	4	2	4	1	0	3	8	4	3	3	0	1	3	7	0	7
"chr18.905129"	2	5	6	3	0	0	1	10	3	1	5	8	9	1	0	10	3	4	0	8	0	0	7	10	1	8
"chr18.905155"	2	2	4	0	0	0	1	2	0	2	0	3	0	0	0	3	8	0	3	1	3	1	0	0	0	4
"chr18.905156"	0	2	1	1	1	0	0	1	1	3	1	1	6	1	1	3	3	0	0	5	4	0	4	0	0	3
"chr18.905176"	0	2	5	0	2	1	0	2	0	1	1	0	0	0	0	2	8	6	0	0	0	0	1	4	0	1
"chr18.905177"	0	3	2	1	0	0	1	9	2	1	2	0	3	1	2	2	0	1	1	0	0	5	4	2	1	0
"chr18.905179"	3	1	5	0	0	1	1	10	1	1	2	4	2	0	3	4	9	4	2	2	1	3	3	4	1	2
"chr18.905180"	0	3	2	2	2	1	2	11	3	1	2	3	4	0	1	6	0	1	4	4	0	8	0	3	1	0
"chr18.905237"	3	2	5	2	1	2	0	5	2	3	3	5	3	2	2	5	3	2	3	4	2	1	0	9	5	6
"chr18.905238"	2	1	3	1	1	1	3	8	5	6	3	3	3	2	2	3	9	7	3	5	2	3	4	12	3	8
"chr18.905239"	4	3	5	2	1	1	0	4	2	4	3	7	3	1	0	3	8	3	7	4	2	2	1	8	5	1
"chr18.905240"	2	2	4	2	1	0	4	7	4	5	5	2	1	0	3	1	12	5	1	6	1	0	1	9	3	7
"chr18.905244"	2	8	6	1	3	0	0	7	2	4	9	7	7	1	2	6	12	5	5	3	3	1	2	13	3	1
"chr18.905245"	5	3	8	0	0	3	3	11	5	8	5	2	9	6	3	5	13	7	0	5	0	2	3	10	4	9
"chr18.905251"	4	4	6	2	2	1	0	8	3	2	6	10	5	1	2	6	13	5	1	2	4	3	2	9	6	2
"chr18.905252"	6	2	4	5	3	3	2	12	5	4	7	3	7	6	3	7	13	5	0	7	0	7	5	11	1	10
"chr18.905278"	2	2	4	2	2	0	0	4	3	0	5	4	5	3	3	6	6	9	4	3	3	2	5	8	8	3
"chr18.905279"	3	1	2	5	1	3	1	13	3	0	5	6	2	8	3	8	11	1	4	3	1	4	1	6	4	1
"chr18.905286"	5	6	3	2	0	0	2	14	1	5	9	2	8	1	6	8	10	13	8	8	1	3	7	16	10	5
"chr18.905287"	2	4	3	4	1	4	2	14	2	7	7	6	6	9	5	9	4	7	1	3	2	3	6	7	4	8
"chr18.905291"	3	7	3	4	0	3	5	8	2	7	9	6	6	2	7	9	9	18	8	4	1	8	8	13	12	11
"chr18.905292"	2	5	8	3	1	5	1	11	3	10	8	6	4	10	6	15	8	7	5	7	1	8	7	7	4	8
"chr18.905302"	0	7	2	0	0	2	3	6	0	0	4	0	3	2	4	4	12	8	0	0	0	2	5	7	3	7
"chr18.905303"	2	1	15	0	1	5	1	10	5	4	5	7	3	6	1	12	10	3	2	6	4	0	1	4	0	8
"chr18.905346"	0	7	0	2	0	1	0	1	1	0	0	1	3	1	3	3	3	5	0	1	0	0	1	1	0	2
"chr18.905347"	0	0	12	0	0	1	0	1	3	1	4	2	4	1	1	2	5	3	1	2	3	0	1	3	0	1
"chr18.905381"	2	5	4	0	1	3	1	4	2	4	8	6	3	5	1	4	6	11	2	4	1	2	4	8	1	4
"chr18.905382"	1	1	4	6	1	1	3	4	2	6	3	1	7	2	1	1	8	7	2	1	3	7	3	2	1	2
"chr18.905401"	3	12	6	5	2	1	1	2	1	4	8	3	6	3	0	6	5	7	2	8	1	1	2	12	2	10
"chr18.905402"	0	5	13	5	4	4	2	14	3	7	4	1	4	6	1	8	11	5	5	12	0	4	8	6	12	10
"chr18.905406"	6	6	6	0	1	2	0	2	0	1	5	0	3	2	3	2	0	15	1	3	0	2	2	15	0	3
"chr18.905407"	0	1	4	1	6	1	2	3	2	1	3	1	3	0	0	2	8	0	1	7	0	1	1	4	5	6
"chr18.905449"	0	8	4	4	0	3	0	6	5	3	6	2	11	2	2	10	5	18	1	5	4	4	8	13	3	11
"chr18.905450"	2	11	11	3	2	2	1	7	2	7	4	2	11	5	5	21	19	14	7	1	5	4	5	6	12	7
"chr18.905467"	1	3	8	3	1	2	1	4	4	4	6	1	6	2	1	6	7	14	1	4	2	3	0	8	4	10
"chr18.905468"	6	8	9	3	3	4	1	4	0	9	3	1	12	11	5	25	13	22	4	3	9	0	3	4	2	4
"chr18.905470"	2	1	8	2	1	4	2	4	6	6	8	1	12	3	2	5	6	21	2	5	3	6	1	6	7	12
"chr18.905471"	4	4	7	7	5	4	2	8	0	6	3	0	12	8	2	25	17	16	7	2	4	2	3	9	4	3
"chr18.905473"	4	4	8	2	0	4	3	11	4	7	8	4	9	2	2	6	9	14	1	8	0	4	3	12	6	6
"chr18.905474"	8	8	7	5	5	3	4	13	1	10	8	0	14	11	4	23	23	19	7	4	3	4	4	6	10	9
"chr18.905480"	2	4	8	1	0	4	2	3	5	8	8	3	14	3	2	5	7	13	1	6	1	3	2	12	4	7
"chr18.905481"	6	8	7	3	6	5	1	10	0	10	6	2	13	14	1	22	17	22	5	0	6	6	3	3	5	6
"chr18.905488"	1	3	10	2	0	1	3	4	0	8	3	1	8	1	0	2	1	5	2	3	1	2	0	8	2	7
"chr18.905489"	2	0	3	1	2	4	0	3	0	6	3	1	3	4	1	7	16	9	1	3	3	0	1	3	7	6
"chr18.905549"	0	1	1	2	0	0	0	1	2	0	4	0	1	0	0	2	0	4	1	3	0	0	2	6	0	0
"chr18.905550"	0	1	0	0	0	2	1	0	0	1	1	0	2	1	2	5	1	3	1	1	1	0	0	7	2	1
"chr18.905559"	0	2	0	1	0	2	0	2	2	2	1	0	1	5	0	0	0	4	1	2	1	0	1	10	0	6
"chr18.905560"	0	3	0	1	0	2	0	0	0	0	1	0	0	2	3	8	7	3	5	2	4	0	1	1	1	6
"chr18.905601"	0	0	5	2	0	3	0	1	2	4	2	0	7	6	0	1	0	0	2	6	0	0	2	4	4	4
"chr18.905610"	0	4	4	2	0	2	0	2	2	4	2	0	6	7	0	2	0	2	3	3	0	2	5	3	0	8
"chr18.905616"	0	4	4	4	0	3	1	4	4	4	3	2	8	7	0	1	2	0	3	3	1	4	4	4	0	4
"chr18.905621"	0	0	4	0	0	0	0	3	0	4	3	1	11	5	0	3	0	0	2	4	0	0	2	4	0	1
"chr18.905627"	3	0	5	4	0	0	2	5	0	4	4	4	6	3	0	4	2	0	3	8	1	2	6	11	3	1
"chr18.905636"	0	0	3	2	0	0	1	1	0	1	2	1	5	1	0	1	0	4	0	5	1	1	2	7	0	1
"chr18.905647"	0	0	0	0	0	0	1	1	0	0	0	1	4	1	0	0	0	0	1	3	2	1	2	4	0	1
"chr18.905664"	0	0	3	0	0	0	0	0	1	0	2	1	3	0	0	0	0	2	1	2	2	0	0	4	1	1
"chr18.906020"	0	0	2	1	0	0	2	1	1	0	0	3	0	1	0	0	1	0	0	0	0	1	1	0	0	1
"chr18.906062"	0	0	0	3	1	1	0	5	0	2	5	0	0	2	0	3	6	3	0	1	0	0	0	1	0	2
"chr18.906066"	0	2	1	3	0	1	0	4	0	3	6	3	1	2	1	4	9	2	4	3	0	0	0	1	0	2
"chr18.906637"	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	2	0	3	3	0	0	0	1	1	0	0
"chr18.906663"	1	2	1	1	0	5	0	1	0	3	4	2	1	0	0	5	1	3	0	0	0	0	1	1	0	0
"chr18.906664"	0	0	2	0	0	0	0	3	0	3	0	1	2	1	0	0	0	1	0	2	0	0	1	2	0	1
"chr18.906675"	1	1	5	1	0	3	0	1	0	1	3	0	2	0	1	4	4	4	0	2	0	0	1	2	3	5
"chr18.906676"	0	0	4	0	0	0	0	5	0	4	0	2	1	0	0	3	5	9	2	9	0	1	4	2	1	1
"chr18.906682"	1	1	4	2	0	5	1	1	0	1	5	0	1	0	2	6	1	7	2	2	0	0	0	2	1	1
"chr18.906683"	0	0	3	1	0	0	1	6	0	3	0	1	3	0	0	3	6	12	1	6	0	1	3	2	1	2
"chr18.906694"	0	1	4	0	0	4	0	0	0	2	2	2	1	0	1	0	0	2	0	4	0	0	1	3	0	0
"chr18.906695"	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	6	1	1	2	2	3	1	0	0
"chr18.906714"	0	2	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	2	0	2	0	0	0	0	0	0
"chr18.906715"	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	2	1	1	1	0	1	3	3	1	4
"chr18.906725"	1	2	0	1	0	2	0	1	1	1	1	0	0	1	2	1	2	6	2	2	0	0	2	1	1	1
"chr18.906726"	0	0	2	1	1	2	0	4	0	1	0	1	0	1	0	2	2	2	1	2	2	0	4	2	2	5
"chr18.906751"	0	3	2	2	0	1	1	1	0	2	1	2	1	0	0	0	1	3	0	0	0	0	0	1	0	0
"chr18.906752"	0	1	2	0	0	0	0	2	1	1	0	1	0	0	0	1	2	3	0	2	0	0	0	2	1	0
"chr18.906782"	0	0	1	0	1	1	1	1	1	3	4	0	0	3	1	5	3	2	0	2	1	0	0	1	0	4
"chr18.906783"	0	0	3	0	0	0	1	3	0	1	1	0	1	2	0	3	0	1	0	0	0	0	0	2	1	0
"chr18.906799"	0	0	5	1	0	0	0	9	0	1	0	4	2	4	1	2	8	9	1	3	0	0	2	2	1	4
"chr18.906815"	0	0	1	3	0	0	3	2	0	2	1	1	4	0	1	3	6	11	0	4	0	1	0	0	0	3
"chr18.906821"	0	0	3	2	0	0	0	3	0	3	1	1	4	0	1	5	6	8	1	1	0	1	2	3	0	4
